,title,skill,address,skillAndExperience
373,Junior/Senior Front-end Developer (Javascript/ReactJS),"[
ReactJS

, 
JavaScript

, 
English

]","
02 Tan Vien, Ward 02, Tan Binh, Ho Chi Minh
See map

","
General Requirements:
At least an intermediate skill level of English
Likely having 3+ years of experience (flexible depending on how fast your learning and technical developing capabilities are)
Able to obtain deep knowledge of the project’s technologies
Able to work independently with minimal guidance
Able to self-learn and quickly adapt to new technologies
Familiar with the Agile development methodologies (Scrum, Kanban)
Passionate about building a great UI/UX apps
Technical Requirements:
Strong experience in HTML5, CSS3 and JavaScript/ES6
Experience in JavaScript framework: ReactJS
Experience in building a single page application including front-end routing, 2-way data binding, client-side rendering, and JSON-based RESTful APIs
Experience in the Unit Test frameworks such as Karma/Mocha, Jasmine, QUnit
Understand web development process (design, development and deployment)
Nice to have:
Good experience with unit testing and mocking frameworks: JUnit, mock
Experience with deploying code to CI/CD pipelines
Experience with REST and Microservices and cloud environment (Azure/AWS/GCP)

"
374,"GẤP-Frontend Dev (ReactJS, CSS ,HTML5) ~ Up to $2500","[
ReactJS

, 
HTML5

, 
CSS

]","
99 Hoang Ngan, Nhan Chinh, Thanh Xuan, Ha Noi, Thanh Xuan, Ha Noi
See map

","

Knowledge of HTML/CSS, JS (ReactJS- React hook, Redux-toolkit)""
Have basic knowledge of UX/UI
Able to work independently and in a team
Possess analytical and problem-solving skills.
Careful, patient and willing to learn new technology

"
375,Frontend Dev - HTML5/CSS3/JavaScript,"[
JavaScript

, 
VueJS

, 
ReactJS

]","
Tầng 4 - tòa nhà Hà Thành Plaza - 102 Thái Thịnh, Dong Da, Ha Noi
See map

","

Basic English reading and writing comprehension.
Critical thinking and problem-solving.
Can write SEO-friendly, semantic HTML5 code.
Experienced with either Tailwind CSS or native CSS features like Flexbox, Grid, Transforms, and Animation.
Basic understanding of CSS pre-processing platforms, such as Sass, Less, or PostCSS.
Experienced with Javascript ES6 (without jQuery).
Knowledge of JavaScript frameworks such as React or Vue
Extensive experience in responsive web layout
Familiar with design tools such as Sketch, Zeplin, and Figma.
Experienced with templating languages, for example, Liquid, Handlebar, and WordPress theme templates.
Proficient understanding of code versioning tools (Git)
Must have work samples - Demo projects, GitHub, Code snippets, etc
The following skills are NOT REQUIRED, but huge bonus points if you have them (if you don’t, no worries, you’ll learn on the job):
JavaScript ES7/8/9.
Webpack / Babel / Vite.
WordPress / Shopify.

"
376,Remote Sr Frontend Developer(JavaScript),"[
JavaScript

, 
HTML5

, 
CSS

]","
Level 46, Bitexco Financial Tower, 2 Hai Trieu Street, Ben Nghe Ward, District 1, Ho Chi Minh
See map

","
BASIC QUALIFICATIONS
Bachelor's Degree in Computer Science or a related field. 
At least 3 years of working experience as a Frontend developer.
Established skills in Problem Solving and Critical Thinking.
Strong Knowledge of Vanilla Javascript/HTML/CSS (Ajax, JSON, jQuery)
Established skills in Debugging issues on major web browsers.
Pay attention to every detail/aspect of the work.
Good communication (verbal and written) and interpersonal skills.
skills.
PREFERRED QUALIFICATIONS
Be able to communicate in English
Have a track record in e-commerce.
Having a track record of Node.js.

"
377,"Frontend Dev (ReactJS, VueJS, Angular)","[
ReactJS

, 
Angular

, 
VueJS

]","
72 Nguyen Thi Minh Khai, District 3, Ho Chi Minh
See map

","


Have extensive experience on 2D/3D, Virtual Reality, Augmented Reality web-based  applications/games. 


Build web-based products with modern and advanced Front-End frameworks, such as  Bootstrap, VueJS, ReactJS, Angular 


Expert level with HTML5, CSS3, JavaScript, TypeScript and responsive web design 


Experience with software versioning and repository; Git/GitHub/Bitbucket, SVN 


Experience with Front-End build tools: Webpack, Yarn, Gulp 

Extensive knowledge in DOM, Ajax, JSON, Web service, Web API, Restful API, token based authentication.  

Familiar with Development and Debugging Tools for Cross-Platform, Cross-Browser  Issues

Can do everything in low level JavaScript instead of using JavaScript framework 
Cross domain script for multiple servers and distributed script call 
Web socket / socket.io / JavaScript asynchronous / JavaScript long polling 
Good to have: 
JavaScript 3D with Three.js 
Media/interactive/marketing/online advertising industries 
CDN and load balancing infrastructure 
Media streaming (live streaming, progressive download, adaptive bitrate streaming etc ...) 
Media server (FMS, Red5, Unreal Media Server etc ...) 
NodeJS, PM2  
Continuous Integration system 
Hybrid apps programming (eg: Ionic, Cordova, React Native, Electron …)

"
378,Front-End Developer,"[
JavaScript

, 
C#

, 
HTML5

]","
The Sentry, District 1, Ho Chi Minh
See map

","
QUALIFICATIONS
Bachelor’s degree holder 
Must be proficient in website programming languages such as HTML, C#, CSS, Python, C++, and JavaScript 
Must have a strong grasp and knowledge the of Laravel Framework 
Must understand key website design principles and SEO optimization 
Able to use client input to create functional, creative, and user-friendly webpages 
Able to test and debug websites 
Must be analytical and detail-oriented 
Must have excellent verbal and written communication skills 
Must have advanced problem-solving skills 
Must be observant and able to remain focused on tasks for long periods of time 
Experience in a multi-client environment 
Must have an aptitude in data management, analytics, reporting preparation 
Able to function in an autonomous environment—independent worker, self-directed

"
379,Frontend Dev (Angular/ReactJS) ~$2000,"[
ReactJS

, 
JavaScript

, 
Angular

]","
C5 Building Tower, D’Capitale Tower, 119 Tran Duy Hung, Cau Giay, Ha Noi
See map

","
Required Skills:
Highly skilled at front-end engineering using Object-Oriented JavaScript, various JavaScript libraries and micro frameworks (Angular/React.js Prototype, Backbone), HTML and CSS
Well versed in software engineering principles, frameworks and technologies
Excellent communication skills
Self-directed team player who thrives in a continually changing environment
Should Have:
Builds web/mobile software applications Follows coding standards, builds appropriate unit tests, integration tests and deployment scripts
Assists in defining architectures Collaborates with teams to explore existing systems, determines areas of complexity and learns the applications capabilities
Owns success Takes responsibility for successful delivery of the solutions
Communicates continually with the project teams Explains progress on the development effort
Translates designs and style guides provided by the UI/UX team into functional user interfaces, ensuring cross browser compatibility and performance
Contributes to continual improvement by suggesting improvements to user interface, software architecture or use of new technologies
Nice to have:
Complete understanding of internal code library (jquery or any other)
Some record of contribution to any front end open source project.

"
380,Senior/ Lead Frontend Developer (AngularJS/ReactJS),"[
ReactJS

, 
AngularJS

, 
JavaScript

]","
39A Ta Hien street, Quarter 1, Thanh My Loi Ward, District 2, Thu Duc City, Ho Chi Minh
See map

","

Highly adaptable in a fast-paced environment and able to thrive within ambiguity
Self-motivated, proactive, solution and detail-oriented, with strong follow-through able to deliver results with minimal direction
At least 4 years of experience with front-end role 
Have solid computer science background and able to solve complex problems through logical thinking process
Proficient understanding of web markup, including HTML5, CSS3
Experience with one of popular CSS frameworks such as Bootstrap, Tailwind
Solid experience with one of the popular JS/TS frameworks/libraries like NextJS/AngularJS
Experience in modern front-end build pipelines and tools (e.g. Webpack, Babel, NPM, Git).
Experience working with cloud services like Azure, GCP or AWS is a plus
Experience with containerize tool like Docker and CI/CD process

"
381,"(VCS) 2 Frontend Devs (Angular, JavaScript)","[
Angular

, 
HTML5

, 
JavaScript

]","
Keangnam Landmark Tower 72, Pham Hung, Nam Tu Liem, Hanoi, Nam Tu Liem, Ha Noi
See map

","
- Tốt nghiệp Cao đẳng/ Đại học, ưu tiên bằng khá các trường khối ngành công nghệ- Có ít nhất 1.5 năm kinh nghiệm lập trình Frontend với Angular 6+, HTML, Javascript, Typescript, SCSS- Ưu tiên có kinh nghiệm xây dựng các ứng dụng responsive web trên Desktop, Mobile, Tablet- Có khả năng tạo các component core Angular- Có hiểu biết về RESTful service, functional programming, clean code- Ưu tiên có khả năng tối ưu hiệu năng các ứng dụng web- Ưu tiên ứng viên có kinh nghiệm làm việc theo mô hình Agile/Scrum- Ưu tiên ứng viên có kinh nghiệm design pattern
"
382,Frontend Developer (HTML/CSS/JavaScript),"[
HTML5

, 
CSS

, 
JavaScript

, 
Fresher Accepted

]","
Level 9, Opal Tower, 90 Nguyễn Hữu Cảnh Street, Ward 22, Bình Thạnh District, HCMC, Binh Thanh, Ho Chi Minh
See map

","
- Good HTML & CSS knowledge- Understanding of JavaScript- Experience with Photoshop for asset manipulation- English (writing and speaking).- 1 year up of coding experience in Front End
"
383,03 Jr - Sr. Frontend Developer (ReactJS/Typescript),"[
ReactJS

, 
JavaScript

, 
TypeScript

]","
7th FL, Peakview Tower, 36 Hoang Cau Street, Dong Da, Ha Noi
See map

","
Education:Majoring in Information Technology, Mathematics, Electronics and Telecommunications, Mechatronics and related fields.Experience: 
2+ years’ web development experience required (Junior Level);
4+ years’ web development experience required (Senior Level);
Understanding of Linux, RESTful API preferred; 
Be experienced with Server, PM2, AWS;
Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASS
Basic understanding of client-side scripting and JavaScript frameworks including React.js;
Skills: 
Experience in unit testing.
Familiarity with RESTful APIs and TypeScript.
Be experienced in handling state management & integration with backends and 3rd parties;
Experience with third-party libraries.
Proficient understanding of mark-up languages, including HTML5, CSS3
Medici encourages: 
Good understanding of SEO principles and ensuring that application will adhere to them
Be experienced in implementing web animation is a plus;
Show solid knowledge of performance optimization;
Be passionate about discovering and applying new technologies to your work;
Good understanding of cross-browser compatibility issues and ways to work around them;
Good understanding of asynchronous request handling, partial page updates, and AJAX.

"
384,"Mid/Sr FrontEnd Developer (ReactJS, JavaScript, HTML5)","[
ReactJS

, 
HTML5

, 
JavaScript

]","
34 Hoang Viet, Tan Binh, Ho Chi Minh
See map

","
Technical skills
Experience at least 03 years as Front End Developer;
Experience at least 2.5 years in using ReactJS

Be familiar with front-end technologies: ReactJS,  Bootstrap, Material UI, CSS tooling like SASS, JavaScript (ES6, TypeScript), Redux, RxJS, Ngrx, REST API;


OOP and design pattern knowledge;
Web services, RESTful with JSON;
HTML5, CSS3.
Nice to have

NodeJS or ASP.NET MVC experience is a plus

.NET, C# experience is a plus.
Personal skills
Good time management, software project management and planning skills.
Good organizing, communication, analysis and problem-solving skills.


Strive for learning new technologies and continuously self-improving
Be able to work independently or with minimal supervision.
TOEIC > 450 or C level equivalent

"
